Account Name,City,Address,County State,Zip Code,R12 Segment,R36 New Unit Revenue,R12 Service Revenue,R12 Rental Revenue,R12 Aftermarket Revenue,Min of Latitude,Min of Longitude
FISHER CLINICAL SERVICES,INDIANAPOLIS,1223 W MORRIS ST,Marion IN,46221,D3,$41291,$1085,$0,$1214,39.75093095,-86.18342630
"TOYOTA MATERIAL HANDLING, USA",COLUMBUS,5559 INWOOD DR,Bartholomew IN,47201,P,$40895,$0,$0,$0,39.14118158,-85.95075018
"ARA, RECORDS CENTER",INDIANAPOLIS,6400 E 30TH ST,Marion IN,46219,D3,$40000,$407,$0,$407,39.81253025,-86.05654499
FALCON DIVERSIFIED INC,INDIANAPOLIS,4310 STOUT FIELD NORTH DRIVE,Marion IN,46241,B1,$39942,$155,$0,$149714,39.73715360,-86.23612925
WINTHROP SUPPLY,INDIANAPOLIS,8121 W 10TH STREET,Marion IN,46214,D3,$39500,$0,$0,$1597,39.77851235,-86.30406704
AVERY DENNISON,GREENFIELD,870 W. ANDERSON BLVD.,Hancock IN,46140,A1,$39146,$300308,$3941,$318115,39.81862400,-85.78228900
TENNESSEE STILLHOUSE LLC,CHATTANOOGA,890 RIVERFRONT PARKWAY,Hamilton TN,37402,P,$39073,$0,$0,$0,35.04987613,-85.32110097
LABCORP CENTRAL LABORATORY SERVICES,INDIANAPOLIS,8211 SCICOR DR,Marion IN,46214,B1,$38961,$13730,$56913,$90096,39.77026665,-86.30676612
CLEVELAND-CLIFFS TUBULAR COMPONENTS,COLUMBUS,150 W 450 S,Bartholomew IN,47201,C2,$38788,$14860,$0,$42077,39.13677100,-85.92428400
ULTA INC,GREENWOOD,482 CHANEY AVENUE,Johnson IN,46143,P,$38178,$0,$0,$0,39.61998500,-86.07148500
HOTEL TANGO WHISKEY,INDIANAPOLIS,951 W MORRIS ST,Marion IN,46221,D3,$38010,$1061,$268,$1543,39.75071115,-86.17576781
JOBSITE SUPPLY INC,INDIANAPOLIS,624 S MISSOURI ST,Marion IN,46225,C2,$37901,$5804,$0,$31622,39.75883100,-86.16618330
PCA SOUTHERN,EDINBURGH,12599 PRESIDENTIAL WAY,Johnson IN,46124,B3,$37485,$40925,$0,$168318,39.31529600,-85.95721000
SCHENKER INC,PLAINFIELD,2363 PERRY ROAD,Hendricks IN,46168,D3,$37346,$308,$0,$308,,
WABASH NATIONAL,GOSHEN,2572 KERCHER RD,Elkhart IN,46528,C2,$37106,$0,$0,$24059,41.55194509,-85.78194566
HEARTHSIDE FOOD SOLUTIONS,SEELYVILLE,9445 E US HIGHWAY 40,Vigo IN,47803,A2,$36230,$96668,$193445,$308500,,
THORMAX ENTERPRISES LLC,COLUMBUS,205 17TH STREET,Bartholomew IN,47201,D3,$35761,$0,$0,$3130,39.21564818,-85.92557725
ROGER ULRICH,METAMORA,1758 CR 850E,Woodford IL,61548,P,$35500,$0,$0,$0,,
NATHAN BUTLER,LAHARPE,2210 E COUNTY ROAD 2500,Hancock IL,61450,P,$35147,$0,$0,$0,,
BECK'S SUPERIOR HYBRID,HENDERSON,5741 AIRLINE RD,Henderson KY,42420,B1,$35050,$0,$0,$82383,37.81339700,-87.55677800
ULTA INC,DALLAS,4786 MOUNTAIN CREEK PARKWAY,Dallas TX,75236,P,$34855,$0,$0,$0,32.67847424,-96.96626970
WESTERN PLAINS GENETICS,SATANTA,534 US HIGHWAY 160,Haskell KS,67870,P,$34499,$0,$0,$0,37.56322900,-101.01161500
FULL BEAUTY BRANDS,INDIANAPOLIS,2300 SOUTHEASTERN AVENUE,Marion IN,46201,A2,$34099,$0,$0,$423278,39.76209700,-86.12378500
EQUIPMENT ASSETS,TROY,835 STEPHENSON HWY,Oakland MI,48083,P,$34039,$0,$0,$0,42.53789818,-83.11991467
INDIANAPOLIS AIRPORT AUTHORITY,INDIANAPOLIS,7800 COL. H. WEIR COOK,Marion IN,46241,D3,$33939,$9133,$0,$4909,39.72787100,-86.26800000
SUBARU OF AMERICA,LEBANON,945 MONUMENT DR,Boone IN,46052,C3,$33286,$199772,$66993,$129412,40.03160548,-86.45126981
SYCAMORE HARDWARE,TERRE HAUTE,2800 POPLAR STREET,Vigo IN,47803,D3,$32989,$0,$0,$482,,
SCOTT PET PRODUCTS,HILLSDALE,370 VERMILLION RISE RD,Vermillion IN,47854,B1,$32830,$569,$35299,$137435,,
CULLIGAN OF MUNCIE,MUNCIE,1509 WHEELING AVENUE,Delaware IN,47303,D3,$32785,$86,$0,$257,40.20708200,-85.39616900
CULLIGAN ULTRAPURE OF LAFAYETTE,LAFAYETTE,3450 KOSSUTH ST,Tippecanoe IN,47905,D3,$32785,$171,$0,$257,40.41031576,-86.85356080
WABASH NATIONAL,PERRIS,1290 HARLEY KNOX BOULEVARD,Riverside CA,92571,C2,$32613,$0,$0,$24059,33.85888416,-117.24676618
GENESIS AG LLC,CARLETON,5705 ROAD Z,Thayer NE,68326,P,$32357,$0,$0,$0,40.33650631,-97.66123941
KEN MAIER INC,STUTTGART,612 E 22ND,Arkansas AR,72160,P,$32357,$0,$0,$0,34.47901300,-91.54400600
AARON BREWER,MEMPHIS,22741 CR 358,Scotland MO,63555,P,$32180,$0,$0,$0,,
COOK MANAGEMENT,WHITESTOWN,4287 SOUTH INDIANAPOLIS ROAD,Boone IN,46075,C1,$31999,$8755,$0,$19888,39.97640000,-86.39947500
ROY ELLIS ENTERPRISES LL,DALEVILLE,13880 W COMMERCE ROAD,Delaware IN,47334,D3,$31995,$0,$0,$857,40.11335057,-85.54983106
SPLASH TRANSPORT/DR PEPPER,INDIANAPOLIS,8150 GEORGETOWN RD,Marion IN,46268,C1,$31722,$2847,$42533,$46078,39.90291845,-86.24188510
FORD CREDIT,DALLAS,PO BOX 650575,Dallas TX,75265,P,$31591,$0,$0,$0,,
COVALEN,INDIANAPOLIS,6929 S BROOKVILLE ROAD,Marion IN,46239,P,$31225,$0,$0,$0,,
SOUTHERN GLAZERS WINE & SPIRITS,INDIANAPOLIS,3901 HANNA CIRCLE,Marion IN,46241,C3,$31224,$21397,$0,$43278,,
PERFORMANCE TIRE,INDIANAPOLIS,9850 E PARK DAVIS DRIVE,Marion IN,46235,D3,$31143,$403,$0,$403,39.82049191,-85.99470753
RYDER - AKZO NOBEL,PLAINFIELD,4132 PLAINFIELD RD,Hendricks IN,46168,A2,$30870,$56049,$35396,$1068659,,
HOTEL TANGO WHISKEY,INDIANAPOLIS,670 VIRGINIA AVE,Marion IN,46203,D3,$30647,$0,$214,$1543,39.75775190,-86.14556785
NESTLE USA **FACTORY**,ANDERSON,4301 W 73rd ST,Madison IN,46011,A1,$30376,$495543,$36400,$544385,40.03783700,-85.74348300
ONION EQUIPMENT COMP LLC,INDIANAPOLIS,5705 W 73RD ST,Marion IN,46278,P,$30295,$0,$0,$0,39.88483253,-86.26138662
CLOVERDALE AGRICENTER INC,CLOVERDALE,303 W ROBERT WEIST AVENUE,Putnam IN,46120,D3,$29950,$971,$0,$971,39.51494284,-86.79820944
COPELAND LP,RUSHVILLE,616 CONRAD HARCOURT WAY,Rush IN,46173,B1,$29933,$20823,$9254,$80829,39.62340500,-85.43701700
FOUNDATION BLDG MATERIALS,INDIANAPOLIS,4333 W 71st ST,Marion IN,46268,C3,$29919,$2389,$0,$41852,39.88132935,-86.23365081
US BATH GROUP,FAIRLAND,203 N EDGERTON STREET,Shelby IN,46126,C3,$29870,$14953,$0,$14953,39.58913500,-85.86765700
ALLIED WHOLESALE ELECTRIC,INDIANAPOLIS,120 N LYNHURST DR,Marion IN,46224,D2,$29848,$0,$0,$1027,39.76750835,-86.25046652
TCE,INDIANAPOLIS,5629 PROFESSIONAL CIRCLE,Marion IN,46241,P,$29604,$0,$0,$0,39.73126675,-86.25826799
SHELBY COUNTY CO-OP,SHELBYVILLE,2350 E STATE ROAD 44,Shelby IN,46176,C3,$28890,$0,$0,$12551,39.52297900,-85.74499300
COOK INCORPORATED,BLOOMINGTON,750 DANIELS WAY,Monroe IN,47404,C3,$28532,$0,$0,$61511,39.17320700,-86.59766100
DENNIS EXCAVATING,TERRE HAUTE,2900 N 25TH STREET,Vigo IN,47804,P,$27698,$0,$0,$0,39.50058112,-87.37922483
MACLELLAN INTEGRATED,LAFAYETTE,5500 SR 38 E,Tippecanoe IN,47903,D3,$27658,$2765,$0,$4855,,
FRONTIER PAPER & PACKAGIN,INDIANAPOLIS,2000 EXECUTIVE DR,Marion IN,46241,C2,$27358,$10064,$3478,$20317,39.73820835,-86.25546370
IWIS DRIVE SYSTEMS LLC,WHITESTOWN,3581 S 450E,Boone IN,46075,D3,$27300,$1279,$0,$1604,,
BECKS HYBRIDS,OLIVIA,1005 W ELM AVE,Renville MN,56277,B1,$27136,$0,$0,$82383,,
DANA/FAIRFIELD,LAFAYETTE,2813 PARK EAST BOULEVARD,Tippecanoe IN,47905,A1,$26104,$8372,$0,$592692,40.38596100,-86.82562900
FAURECIA USA HOLDINGS,COLUMBUS,601 S GLADSTONE AVENUE,Bartholomew IN,47201,C2,$25735,$9130,$0,$78566,39.18985100,-85.89347800
BOAR'S HEAD PROVISIONS CO,NEW CASTLE,3995 BROOKS DRIVE,Henry IN,47362,B2,$25460,$12204,$55159,$344669,39.87416900,-85.38161900
WINSUPPLY OF INDIANAPOLIS,INDIANAPOLIS,5700 W RAYMOND ST,Marion IN,46241,D3,$24985,$597,$3050,$3646,39.73667945,-86.25947775
"C & C AG SOLUTIONS, LLC",MAYFIELD,565 OPPORTUNITY DRIVE,Graves KY,42066,P,$24923,$0,$0,$0,,
CHRISTOPHER TALLEY DBA: TALLEY SEED,TRUMANN,840 AR463,Poinsett AR,72472,P,$24923,$0,$0,$0,,
DUNKERTON COOPERATIVE ELEVATOR,DUNKERTON,509 W DUNKERTON STREET,Black Hawk IA,50626,P,$24923,$0,$0,$0,42.57006755,-92.16676961
DYNAMIC CROPPING SYSTEMS,PERHAM,42802 STATE HIGHWAY 108,Otter Tail MN,56573,P,$24923,$0,$0,$0,46.55563900,-95.60034400
GREGORY T BRAWNER,HANOVER,3649 S HANOVER SALUDA ROAD,Jefferson IN,47243,P,$24923,$0,$0,$0,38.68539200,-85.47697600
JASON BORMUTH,BLUFFTON,1662 CR 33,Allen OH,45817,P,$24923,$0,$0,$0,40.89984900,-83.84948700
LYNN SCHOON,PALMER,61366 280TH AVENUE,Pocahontas IA,50571,P,$24923,$0,$0,$0,42.59865500,-94.56000000
M & R AG SERVICES INC,MEDARYVILLE,16747 W 200N,Pulaski IN,47957,P,$24923,$0,$0,$0,,
NIEMEYER FAMILY FARMS,HUMBOLDT,9422 E CR 1300N,Coles IL,61931,P,$24923,$0,$0,$0,,
ORAN BOULDEN,FAYETTE,371 C.R. 118,Howard MO,65248,P,$24923,$0,$0,$0,,
PLANKINTON ELEVATOR,PLANKINTON,208 COMMERCE STREET,Aurora SD,57368,P,$24923,$0,$0,$0,43.71318100,-98.48760600
SIDE BY SIDE AG LLC,JASPER,19115 OAK ROAD,Jasper MO,64755,P,$24923,$0,$0,$0,37.27115903,-94.39913932
STANFILL AGRICULTURAL SERVICES LLC,CLEVELAND,1977 WHITE OAK VALLEY ROAD,Bradley TN,37312,P,$24923,$0,$0,$0,35.22215100,-84.95836700
SUPREME FORAGE PLUS,MAYVILLE,N8825 GERMAN STREET,Dodge WI,53050,P,$24923,$0,$0,$0,,
CEVA LOGISTICS,PLAINFIELD,501 AIRTECH PKWY,Hendricks IN,46168,P,$24687,$5167,$0,($6043),39.70734400,-86.34555000
SHOCKNEY SEED SERVICE INC,FARMLAND,304 W HENRY STREET,LaPorte IN,46340,P,$24326,$0,$0,$0,40.18792646,-85.13031895
SCHUETZ CONTAINER,PLAINFIELD,2375 REEVES RD,Hendricks IN,46168,D3,$24214,$3733,$0,$3733,39.68210500,-86.36150200
RICKS ROOFING INC,DANVILLE,2182 W CR350S,Hendricks IN,46122,P,$24000,$0,$0,$0,,
DUGDALE LLC,INDIANAPOLIS,4310 STOUTFIELD N DR,Marion IN,46241,D3,$23939,$8358,$0,$8358,,
BOSMA ENTERPRISES,INDIANAPOLIS,6270 CORPORATE DR,Marion IN,46278,C3,$23883,$12467,$0,$47723,39.86908945,-86.26719224
DAECHANG SEAT CO. LTD USA,INDIANAPOLIS,8150 WOODLAND DR,Marion IN,46278,P,$23845,$0,($6630),($6159),39.90264380,-86.26810730
ALEX FORSBACH,SAVANNAH,550 LACEFIELD DRIVE,Hardin TN,38372,P,$23784,$0,$0,$0,35.20680384,-88.25586635
INDPLS CONVENTION CENTER,INDIANAPOLIS,100 S CAPITOL AVE,Marion IN,46225,C1,$23400,$0,$146504,$66914,39.76193520,-86.16216374
UNISON ENGINE COMPONENTS,TERRE HAUTE,333 SOUTH THIRD ST,Vigo IN,47807,C2,$23048,$25479,$1070,$34904,39.46248462,-87.44536417
BRUCE DUTTER FARMS,FLORA,2445 WEST 150S,Carroll IN,46929,D3,$22890,$0,$0,$58,,
GREEN HILLS SEED LLC,EXIRA,609 8TH STREET,Audubon IA,50076,P,$22735,$0,$0,$0,41.59841241,-94.88931305
HD SEED,SUBLETTE,428 CENTER ROAD,Lee IL,61367,P,$22735,$0,$0,$0,41.64962114,-89.22848049
HOFF FARMS INC,BOONVILLE,208 HIGHLAND DRIVE,Cooper MO,65233,P,$22735,$0,$0,$0,38.96034462,-92.74546961
KINSER JENSEN,GREENE,2945 MARCH AVENUE,Butler IA,50636,P,$22735,$0,$0,$0,42.93007900,-92.79048400
"LACEY FARMS, INC",MELVERN,32702 HIGHWAY K31,Osage KS,66510,P,$22735,$0,$0,$0,38.47430900,-95.63708600
ROLLING HILLS AG,MINERAL POINT,23160 BURR OAK ROAD,Iowa WI,53565,P,$22735,$0,$0,$0,,
TOM HESS,VASSAR,5359 HARDY ROAD,Tuscola MI,48768,P,$22735,$0,$0,$0,43.44428041,-83.55648481
VISION AG LLC,GOODWIN,16961 465TH AVENUE,Deuel SD,57238,P,$22735,$0,$0,$0,44.92475200,-96.90297900
"MERRELL BROTHERS, INC",KOKOMO,8811 W 500 N,Howard IN,46901,P,$22470,$0,$0,$0,,
BARTHOLOMEW COUNTY HIGHWAY DEPT,COLUMBUS,10150 E 25TH STREET,Bartholomew IN,47201,P,$22363,$0,$0,$0,,
1837 AG LLC,ELLETTSVILLE,6726 N RED HILL ROAD,Monroe IN,47429,P,$22254,$0,$0,$0,39.25081300,-86.63623800
COLE PIONTEK,WASHINGTON,3420 HIGHWAY 185,Franklin MO,63090,P,$22254,$0,$0,$0,,
FERGUS FARMS LLC,ST. CHARLES,11153 MCKEOGHAN ROAD,Saginaw MI,48655,P,$22254,$0,$0,$0,,
JACKSON MERRITT,CARTHAGE,1703 E CR 2100N,Hancock IL,62321,P,$22254,$0,$0,$0,,
JARED TOLZIN,DESMET,20861 HWY 25,Kingsbury SD,57231,P,$22254,$0,$0,$0,44.36022900,-97.55244700
KISER AG CO,SILVER LAKE,101 PINE STREET,Shawnee KS,66539,P,$22254,$0,$0,$0,39.10492600,-95.85492000
PLUM GROVE FARM LLC,LOWELL,16855 MISSISSIPPI ST,Lake IN,46356,P,$22254,$0,$0,$0,41.31300600,-87.31508100
REMUS BROTHERS FARMS LLC,NEW ULM,26240 205TH AVENUE,Brown MN,56073,P,$22254,$0,$0,$0,44.34491618,-94.58290838
TOP AG SERVICES LLC,RICH HILL,10448 SW STATE ROUTE WW,Bates MO,64779,P,$22254,$0,$0,$0,,
TRI-COUNTY AG SOLUTIONS,JASONVILLE,12399 S 400W,Greene IN,47438,P,$22254,$0,$0,$0,,
WILSON LAND AND HOME,EMPORIA,1066 RD 130,Lyon KS,66801,P,$22254,$0,$0,$0,38.34727000,-96.17708300
ZACHARY MORGAN,SHARON,505 BOB MILES ROAD,Weakley TN,38255,P,$22254,$0,$0,$0,36.25603300,-88.91978700
AMBU/KING SYSTEMS CORP,NOBLESVILLE,15011 HERRIMAN BLVD,Hamilton IN,46060,C3,$21833,$9456,$19126,$28989,40.00970671,-86.00571552
BCS RECYCLING SPECIALIST,WHITESTOWN,5292 PERFORMANCE WAY,Boone IN,46075,C2,$21742,$71775,$57320,$82550,39.96665300,-86.38562900
SOUTHWARK,MCCORDSVILLE,5671 B 600 WEST,Hancock IN,46055,P,$20933,$0,$0,$0,39.86520600,-85.91348300
PEERLESS PUMP COMPANY,INDIANAPOLIS,2005 DR.MLK JR STREET,Marion IN,46202,P,$20656,$0,$0,$0,,
COOK GROUP INC,BLOOMINGTON,1700 N CURRY PIKE,Monroe IN,47402,C3,$20550,$13828,$0,$61511,39.18139200,-86.58248200
WEST FORK WHISKEY CO,WESTFIELD,10 E 191ST STREET,Hamilton IN,46074,P,$20188,$0,$0,$0,40.06436292,-86.16054942
R&M ELECTRIC,DANVILLE,3173 E MAIN STREET,Hendricks IN,46122,P,$19688,$0,$0,$0,39.76119900,-86.46505500
JANKE SEEDS & SERVICE LLC,HIXTON,W 13809 PIT ROAD,Jackson WI,54635,P,$19400,$0,$0,$0,,
HUNT ELECTRIC,KOKOMO,2724 N 50 E,Allen IN,46801,D3,$19374,$5644,$0,$4193,40.51616810,-86.11727350
INDIANA HARDWOOD,SPENCER,4341 N US HWY 231,Owen IN,47460,D3,$19223,$0,$0,$886,,
UNIVERSAL SERVICE SUPPLY II,TERRE HAUTE,810 S 10TH STREET,Vigo IN,47807,D3,$19207,$595,$1391,$1986,39.45823205,-87.40298425
PACMOORE PROCESS TECHNOLOGY,MOORESVILLE,100 PACMOORE PKWY,Morgan IN,46158,D3,$18990,$3942,$0,$3942,39.57565200,-86.37489800
ALLOMATIC/RAYBESTOS POWE,SULLIVAN,609 E CHANEY ST,Sullivan IN,47882,A1,$18932,$8985,$135414,$202396,39.09178100,-87.39917349
ADELTA LOGIS INC,INDIANAPOLIS,3747 PLAINFIELD RD,Marion IN,46231,B3,$18755,$2811,$185687,$189654,,
McCOMB WINDOW & DOOR CO,INDIANAPOLIS,5425 W 74TH ST,Marion IN,46268,D3,$18190,$413,$0,$826,39.88613815,-86.25671082
EMC INSURANCE COMPAN,KANSAS CITY,PO BOX 219637,Jackson MO,64121,P,$18016,$0,$0,$0,,
GREEN WAVE COMPUTER RECYCLING,INDIANAPOLIS,6555 E 30TH STREET,Marion IN,46219,P,$17975,$0,$0,$0,39.81096320,-86.05408192
STAPERT TOOL MACHINE CO.,INDIANAPOLIS,2958 CARSON AVENUE,Marion IN,46203,P,$17923,$0,$0,$0,39.72339300,-86.13788540
KEHE,ELLETTSVILLE,8101 WEST STATE RD 46,Monroe IN,47429,D3,$17697,$5492,$0,$5492,39.24688200,-86.65328500
BRIGGS EQUIPMENT,DALLAS,10540 N STEMMONS FREEWAY,Dallas TX,75220,P,$17658,$0,$0,$0,32.86768200,-96.89469081
GENESIS PLASTICS WELDING INC,FORTVILLE,720 EAST BROADWAY STREET,Hancock IN,46040,C3,$17650,$742,$13650,$14592,39.93519033,-85.84122002
HOOSIER FREIGHT & WHSNG,INDIANAPOLIS,221 S FRANKLIN RD,Marion IN,46219,C2,$16709,$0,$0,$69509,39.76962250,-86.02105600
CAFE CONTINENTAL LLC,STERLING HEIGHTS,35710 MOUND ROAD,Macomb MI,48310,P,$16675,$0,$0,$0,42.55579075,-83.04904363
CITY ELECTRIC SUPPLY,MARTINSVILLE,310 RODGERS ROAD,Morgan IN,46151,D1,$16585,$202,$824,$7282,,
CITY ELECTRIC SUPPLY,SHELBYVILLE,202 E BROADWAY,Shelby IN,46176,D1,$16264,$0,$0,$7282,39.52332300,-85.77245500
METAFAB,INDIANAPOLIS,226 LINCOLN AVE,Marion IN,46225,P,$16259,$0,$0,$0,,
HARRISON STEEL CASTING COMPANY,ATTICA,200 W BOND STREET,Fountain IN,47918,P,$16243,$0,$0,$0,40.28806100,-87.25441900
ACCESS MOBILITY INC,INDIANAPOLIS,4855 S EMERSON AVENUE,Marion IN,46203,P,$16050,$0,$0,$0,39.69729930,-86.08151110
INDUSTRIAL LIQUIDATORS,ALPHARETTA,1324 UNION HILL RD,Fulton GA,30004,D2,$16000,$0,$0,$195,34.10965946,-84.23670687
SWISSHELM EQUIPMENT COMPANY,CLEVES,5945 DRY FORK ROAD,Hamilton OH,45002,P,$16000,$0,$0,$0,,
ECKHART AND COMPANY INC,INDIANAPOLIS,4011 W 54TH STREET,Marion IN,46254,P,$15960,$0,$0,$0,39.84959045,-86.22796711
OWENS ILLINOIS MAINT PRO,LAPEL,2481 S BROOKSIDE ROAD,Madison IN,46051,B2,$15877,$1695,$0,$130565,40.06522700,-85.85438900
TECHNI US LLC,INDIANAPOLIS,6546 CORPORATE DRIVE,Marion IN,46278,P,$15700,$0,$0,$0,39.87555590,-86.26495159
ESG INTERNATIONAL INC,INDIANAPOLIS,8219-8231 ZIONSVILLE RD,Marion IN,46268,D3,$14900,$4181,$0,$6091,,
ABM ONSITE SERVICES,INDIANAPOLIS,5725 WEST MINNESOTA ST,Marion IN,46241,B2,$14628,$2700,$0,$99658,39.74243650,-86.26008760
"PRIDGEON & CLAY, INC",FRANKLIN,150 ARVIN RD,Johnson IN,46131,C3,$14302,$4831,$0,$10835,39.49360598,-86.05302753
ZACHARY CONFECTIONS,FRANKFORT,2130 W SR 28,Clinton IN,46041,C2,$14300,$32795,$3276,$36883,,
RYDER LOGISTICS TJX,GREENFIELD,6767 W 265N,Hancock IN,46140,B1,$14285,$6921,$93919,$101539,,
UNION BROKER LIMITED,INDIANAPOLIS,65 S FOREST AVE,Marion IN,46201,C1,$13964,$4752,$10718,$32633,,
"PITNEY BOWES, LLC",INDIANAPOLIS,5071 W 74TH ST,Marion IN,46268,C3,$13874,$23548,$0,$16056,39.88715460,-86.24943500
RED CLASSIC TRANSIT LLC,CHARLOTTE,1800 CONTINENETAL BOULEVARD,Mecklenburg NC,28273,D3,$13320,$0,$0,$2655,35.12904400,-80.93044200
PEER FOODS/EMGE,GREENFIELD,5593 W US 40,Hancock IN,46140,D3,$13292,$0,$0,$2722,,
STAKKD RACK LLC,FRANKLIN,551 EARLYWOOD DRIVE,Johnson IN,46131,D3,$12765,$1007,$0,$1007,,
WHEELER MATERIAL HANDLING,CHARLOTTE,9839 S TRYON ST,Mecklenburg NC,28273,D3,$12615,$0,$0,$3924,,
WABASH NATIONAL,GROVE POINT,5825 GREEN POINTE DRIVE,Franklin OH,43125,C2,$12500,$0,$0,$24059,39.85431500,-82.90339300
SOURCE LOGISTICS INC,LAFAYETTE,3440 CONCORD RD,Tippecanoe IN,47909,P,$12417,$0,$0,$0,40.37444465,-86.85937288
CENTRAL FAB-GREAT DANE,TERRE HAUTE,4949 NORTH 13th ST,Vigo IN,47805,D3,$12385,$0,$0,$321,39.52634714,-87.39792326
ADESA INC.,PLAINFIELD,2950 E MAIN ST,Hendricks IN,46168,P,$12277,$0,$0,$0,39.72273469,-86.34513713
CLAY COUNTY RURAL TELEPHONE COOPERA,CLOVERDALE,2 S WEST STREET,Putnam IN,46120,P,$11984,$0,$0,$0,39.51158100,-86.79775900
STELLANTIS,KOKOMO,1001 E BLVD,Howard IN,46902,A3,$11965,$3989,$0,$302668,40.46159300,-86.11889200
A CLASSIC PARTY RENTAL,INDIANAPOLIS,8020 ZIONSVILLE ROAD,Marion IN,46268,D3,$11952,$2705,$0,$2705,39.89926915,-86.26074007
STAR PIPE PRODUCTS,INDIANAPOLIS,7955 ZIONSVILLE RD,,46248,C3,$11763,$8872,$1937,$11119,,
MAGIC SOCCER CLUB OF INDIANA,INDIANAPOLIS,9225 W 10TH STREET,Marion IN,46234,D3,$11200,$0,$745,$745,39.77729575,-86.32556395
SOUTHPORT LAWN EQUIPMENT LLC,INDIANAPOLIS,7101 MADISON AVENUE,Marion IN,46227,P,$10850,$0,$0,$0,39.66372000,-86.12648800
BEARING RECLAIM SERVICES,FORTVILLE,427 E MILL STREET,Hancock IN,46040,P,$10834,$0,$0,$0,39.93459183,-85.84591332
FLOOR & DÉCOR,INDIANAPOLIS,8310 CASTLETON CORNER DR,Marion IN,46250,C3,$10423,$9361,$0,$25947,39.90848804,-86.07128462
ALLOY CUSTOM PRODUCT LLC,LAFAYETTE,9701 OLD ST RD 25N,Tippecanoe IN,47905,D3,$10325,$0,$0,$394,40.55434600,-86.69842800
BOB TIPLICK INC,FISHERS,9820 KINCAID DR,Hamilton IN,46037,P,$10101,$0,$0,$0,39.93312110,-86.02241660
SCHOOL DATE BOOKS,LAFAYETTE,2880 US 231 SOUTH,Tippecanoe IN,47909,D2,$9606,$8962,$847,$9809,40.38549100,-86.90547900
GEO-FLO,BEDFORD,905 WILLIAMS PARK DR,Lawrence IN,47421,D3,$9577,$1734,$0,$1734,38.86997400,-86.51373400
CUSTOM BUILDING PRODUCTS,FRANKFORT,3800 WEST STATE RD 28,Clinton IN,46041,C2,$9459,$6915,$0,$22029,40.28045500,-86.57787400
NEWJAC INDUSTRIAL LLC,LAFAYETTE,5500 SR 38E,Tippecanoe IN,47905,D3,$9416,$0,$0,$6148,,
NEWJAC INDUSTRIAL LLC,LEBANON,415 S GRANT ST,Boone IN,46052,D3,$9416,$6148,$0,$12295,40.04510427,-86.46014300
CATALINA SNACKS INC,LEBANON,100 PURITY DR,Boone IN,46052,D3,$9320,$357,$0,$1371,40.03954600,-86.49734500
HONDA - MRO,GREENSBURG,2755 MICHIGAN AVE,Decatur IN,47240,A1,$9271,$10093,$0,$1515602,39.36873925,-85.54191952
ABELL TOOL CO INC,GREENWOOD,446 PARK 800 DRIVE,Johnson IN,46143,D3,$9252,$300,$0,$300,39.59182175,-86.09898505
MENARDS  #3070,TERRE HAUTE,1380 FT HARRISON RD,Monroe IN,47403,C3,$9210,$17618,$1925,$19813,,
MENARDS  #3337,INDIANAPOLIS,7701 E 42ND ST,Marion IN,46226,C3,$9210,$22875,$26613,$41060,39.83332547,-86.03131337
UNIVAR SOLUTIONS,GREENBURG,2755 N MICHIGAN AVENUE,Decatur IN,47240,A1,$8993,$21137,$36872,$1534038,39.36772600,-85.54196400
AETNA BUILDING SOLUTIONS,INDIANAPOLIS,6350 BROOKVILLE RD,Marion IN,46219,D2,$8900,$1682,$2675,$5882,39.75836545,-86.05853544
"AMG ENGINEERING & MACHINING,INC.",INDIANAPOLIS,4030 GUION LANE,Marion IN,46268,P,$8890,$0,$0,$0,39.87308035,-86.22936735
KNAUF INSULATION,ALBION,809 NORTH CLARK ST,Calhoun MI,49224,A1,$8849,$0,$0,$2132139,42.25260624,-84.73668973
MENARDS #3156,LAFAYETTE,2850 S CREASY LANE,Tippecanoe IN,47905,C3,$8790,$10458,$0,$10458,40.38699620,-86.84327777
PJ TRUCKING,TERRE HAUTE,4025 3RD PARKWAY,Vigo IN,47804,D3,$8496,$1897,$0,$4255,39.50204540,-87.35724386
VERTICE INDUSTRIES LLC,INDIANAPOLIS,1213 N SHERMAN DR,Marion IN,46201,P,$8400,$0,$0,$0,39.78320392,-86.10211961
GARDEN CITY IRON & METAL,COLUMBUS,5 KENMILL ST,Bartholomew IN,47201,P,$8300,$0,$0,$0,39.18340900,-85.92661000
JUST LIFT IT SALES INC,GREENWOOD,207 MYERS STREET,Johnson IN,46184,P,$8130,$0,$0,$0,39.54855861,-86.08532110
DENNYS BODY SHOP LLC,LAFAYETTE,115 FARABEE DRIVE S,Tippecanoe IN,47905,D3,$8085,$1792,$0,$1792,40.41622058,-86.85200466
AMERICAN COATED PRODUCTS,ZIONSVILLE,7436 S MAYFLOWER PARK DR,Boone IN,46077,D3,$8070,$191,$0,$191,39.93536700,-86.24243100
RYDER - ALLISON TRANSMISSION,INDIANAPOLIS,7290 WINTON DR,Marion IN,46268,B2,$8000,$11849,$152029,$170735,39.88624320,-86.24867250
MSI SURFACES,INDIANAPOLIS,8401 BEARING DR ST 200,Marion IN,46268,D3,$7972,$0,$0,$4753,,
